gridnumber,capital,Port[0 0],Port[0 1],Port[0 2],Port[1 0],Port[1 1],Port[1 2],Port[2 0],Port[2 1],Port[2 2],Port[3 0],Port[3 1],Port[3 2],Port[4 0],Port[4 1],Port[4 2]
74,11.9634,0.38,0.58,0.78,0.34,0.56,0.8,0.38,0.58,0.78,0.34,0.58,0.8,0.34,0.56,0.78
75,12.3609,0.38,0.58,0.76,0.36,0.56,0.78,0.38,0.58,0.78,0.34,0.58,0.8,0.32,0.58,0.8
76,12.77,0.38,0.58,0.76,0.36,0.56,0.78,0.36,0.56,0.78,0.32,0.6,0.8,0.32,0.58,0.8
77,13.1911,0.38,0.56,0.76,0.36,0.56,0.76,0.36,0.56,0.76,0.32,0.58,0.78,0.3,0.58,0.78
78,13.6246,0.38,0.56,0.74,0.36,0.56,0.76,0.36,0.56,0.74,0.32,0.56,0.78,0.3,0.58,0.78
79,14.0707,0.36,0.56,0.74,0.36,0.56,0.76,0.34,0.54,0.74,0.32,0.52,0.78,0.3,0.56,0.76
80,14.5299,0.36,0.56,0.74,0.36,0.56,0.76,0.34,0.54,0.72,0.32,0.54,0.76,0.3,0.52,0.76
81,15.0026,0.34,0.54,0.74,0.36,0.56,0.76,0.34,0.54,0.72,0.32,0.54,0.74,0.32,0.54,0.74
82,15.4891,0.34,0.54,0.72,0.38,0.56,0.76,0.32,0.52,0.72,0.34,0.54,0.74,0.34,0.54,0.74
83,15.9899,0.34,0.54,0.72,0.38,0.56,0.74,0.32,0.52,0.72,0.34,0.54,0.74,0.34,0.54,0.74
84,16.5054,0.34,0.54,0.7,0.34,0.54,0.74,0.32,0.52,0.72,0.34,0.54,0.74,0.34,0.54,0.72
85,17.036,0.34,0.54,0.7,0.34,0.54,0.72,0.32,0.52,0.72,0.36,0.54,0.74,0.32,0.52,0.72
86,17.5821,0.34,0.52,0.7,0.32,0.56,0.7,0.32,0.52,0.72,0.36,0.54,0.72,0.32,0.52,0.7
87,18.1442,0.34,0.52,0.7,0.3,0.54,0.68,0.32,0.52,0.72,0.34,0.54,0.72,0.32,0.5,0.7
88,18.7228,0.34,0.52,0.7,0.3,0.52,0.68,0.32,0.52,0.7,0.32,0.54,0.72,0.3,0.5,0.68
89,19.3184,0.34,0.52,0.7,0.3,0.5,0.68,0.32,0.5,0.68,0.3,0.52,0.7,0.3,0.5,0.68
90,19.9314,0.34,0.52,0.7,0.32,0.5,0.68,0.32,0.5,0.68,0.3,0.52,0.68,0.3,0.5,0.68
91,20.5623,0.34,0.52,0.7,0.32,0.5,0.68,0.3,0.5,0.68,0.3,0.5,0.68,0.3,0.5,0.68
92,21.2118,0.34,0.52,0.7,0.32,0.5,0.68,0.3,0.48,0.66,0.3,0.5,0.68,0.3,0.48,0.68
93,21.8803,0.34,0.52,0.7,0.32,0.5,0.66,0.3,0.48,0.66,0.32,0.5,0.68,0.3,0.48,0.66
94,22.5684,0.34,0.52,0.68,0.32,0.5,0.66,0.3,0.48,0.66,0.32,0.5,0.68,0.28,0.48,0.66
95,23.2766,0.34,0.52,0.68,0.32,0.5,0.66,0.3,0.48,0.64,0.32,0.5,0.68,0.28,0.46,0.64
96,24.0056,0.34,0.5,0.66,0.32,0.5,0.64,0.28,0.48,0.64,0.32,0.5,0.68,0.28,0.46,0.64
97,24.756,0.32,0.5,0.64,0.32,0.5,0.66,0.28,0.48,0.64,0.32,0.5,0.66,0.26,0.46,0.64
98,25.5283,0.32,0.5,0.62,0.32,0.5,0.64,0.28,0.46,0.64,0.3,0.48,0.66,0.26,0.46,0.64
99,26.3233,0.32,0.48,0.62,0.32,0.5,0.62,0.28,0.46,0.64,0.3,0.48,0.66,0.28,0.46,0.64
100,27.1416,0.32,0.46,0.62,0.32,0.48,0.62,0.3,0.46,0.64,0.3,0.48,0.64,0.28,0.46,0.62
101,27.9838,0.32,0.46,0.62,0.32,0.46,0.62,0.3,0.46,0.64,0.3,0.48,0.62,0.28,0.46,0.62
102,28.8508,0.32,0.44,0.62,0.32,0.46,0.62,0.3,0.46,0.64,0.3,0.46,0.62,0.28,0.46,0.62
103,29.7431,0.32,0.44,0.62,0.32,0.44,0.62,0.3,0.46,0.62,0.3,0.46,0.62,0.3,0.48,0.62
104,30.6616,0.3,0.44,0.6,0.32,0.44,0.6,0.3,0.46,0.62,0.28,0.46,0.62,0.3,0.48,0.6
105,31.607,0.3,0.44,0.6,0.3,0.44,0.6,0.3,0.46,0.62,0.28,0.46,0.62,0.3,0.46,0.6
106,32.5802,0.3,0.44,0.6,0.3,0.44,0.6,0.3,0.44,0.62,0.28,0.46,0.62,0.3,0.42,0.6
107,33.5818,0.32,0.44,0.6,0.28,0.44,0.6,0.3,0.44,0.62,0.28,0.46,0.62,0.3,0.42,0.6
108,34.6128,0.28,0.44,0.6,0.26,0.42,0.6,0.28,0.44,0.62,0.28,0.46,0.62,0.3,0.42,0.58
109,35.674,0.28,0.44,0.6,0.26,0.42,0.6,0.26,0.44,0.6,0.28,0.46,0.62,0.28,0.42,0.58
110,36.7663,0.28,0.44,0.6,0.26,0.42,0.6,0.26,0.44,0.6,0.28,0.46,0.62,0.26,0.42,0.58
111,37.8906,0.28,0.44,0.58,0.26,0.42,0.6,0.26,0.44,0.6,0.28,0.46,0.6,0.26,0.42,0.6
112,39.0479,0.28,0.44,0.58,0.26,0.42,0.6,0.26,0.44,0.6,0.28,0.44,0.56,0.28,0.42,0.6
113,40.239,0.28,0.44,0.58,0.26,0.42,0.6,0.26,0.42,0.58,0.28,0.44,0.56,0.26,0.42,0.58
114,41.4651,0.28,0.44,0.58,0.26,0.42,0.6,0.26,0.42,0.58,0.28,0.44,0.56,0.26,0.42,0.58
115,42.7271,0.28,0.44,0.58,0.26,0.42,0.58,0.26,0.42,0.58,0.28,0.44,0.56,0.26,0.44,0.56
116,44.0261,0.28,0.42,0.58,0.26,0.42,0.58,0.26,0.42,0.58,0.26,0.44,0.56,0.26,0.44,0.56
117,45.3631,0.28,0.42,0.58,0.26,0.42,0.58,0.26,0.42,0.58,0.26,0.44,0.56,0.28,0.44,0.56
118,46.7394,0.28,0.4,0.56,0.26,0.42,0.58,0.26,0.42,0.58,0.26,0.42,0.56,0.28,0.44,0.56
119,48.1559,0.28,0.4,0.56,0.26,0.42,0.58,0.26,0.42,0.58,0.26,0.42,0.56,0.28,0.44,0.54
120,49.614,0.28,0.4,0.56,0.26,0.42,0.58,0.26,0.42,0.58,0.26,0.42,0.56,0.28,0.44,0.54
121,51.1148,0.28,0.4,0.56,0.26,0.42,0.56,0.26,0.42,0.58,0.26,0.42,0.56,0.28,0.42,0.54
122,52.6596,0.28,0.4,0.56,0.26,0.4,0.56,0.24,0.42,0.58,0.26,0.4,0.56,0.28,0.42,0.54
123,54.2497,0.28,0.4,0.54,0.26,0.4,0.56,0.24,0.42,0.58,0.26,0.4,0.56,0.26,0.38,0.54
124,55.8863,0.28,0.4,0.54,0.26,0.4,0.54,0.26,0.42,0.56,0.24,0.4,0.56,0.26,0.38,0.54
125,57.5709,0.28,0.4,0.54,0.26,0.4,0.52,0.26,0.42,0.54,0.24,0.4,0.56,0.26,0.38,0.54
126,59.3049,0.28,0.4,0.54,0.26,0.4,0.52,0.26,0.42,0.52,0.24,0.4,0.54,0.26,0.38,0.54
127,61.0897,0.28,0.4,0.54,0.26,0.4,0.52,0.26,0.4,0.52,0.24,0.42,0.52,0.26,0.38,0.54
128,62.9268,0.28,0.4,0.54,0.26,0.4,0.52,0.26,0.4,0.52,0.24,0.42,0.52,0.26,0.38,0.54
129,64.8177,0.28,0.4,0.54,0.26,0.4,0.52,0.26,0.4,0.52,0.24,0.4,0.52,0.26,0.38,0.54
130,66.7641,0.28,0.4,0.52,0.28,0.4,0.52,0.26,0.4,0.52,0.24,0.4,0.52,0.26,0.38,0.52
131,68.7675,0.28,0.4,0.52,0.28,0.4,0.52,0.26,0.4,0.52,0.24,0.4,0.52,0.26,0.38,0.52
132,70.8295,0.28,0.38,0.52,0.28,0.4,0.52,0.26,0.4,0.5,0.24,0.4,0.5,0.24,0.4,0.52
133,72.9521,0.28,0.38,0.52,0.28,0.4,0.52,0.26,0.4,0.5,0.24,0.4,0.5,0.24,0.4,0.52
134,75.1368,0.28,0.38,0.52,0.28,0.38,0.52,0.26,0.4,0.5,0.24,0.4,0.5,0.24,0.4,0.52
135,77.3855,0.28,0.38,0.52,0.28,0.38,0.52,0.26,0.4,0.5,0.24,0.4,0.5,0.24,0.4,0.52
136,79.7002,0.28,0.38,0.52,0.28,0.38,0.52,0.26,0.4,0.5,0.24,0.4,0.5,0.24,0.4,0.52
137,82.0826,0.26,0.38,0.52,0.26,0.38,0.52,0.26,0.4,0.5,0.24,0.4,0.5,0.24,0.4,0.5
138,84.5349,0.24,0.38,0.52,0.26,0.38,0.52,0.26,0.38,0.5,0.24,0.4,0.5,0.24,0.4,0.5
139,87.0591,0.24,0.38,0.52,0.24,0.38,0.52,0.26,0.38,0.5,0.24,0.4,0.5,0.24,0.4,0.5
140,89.6572,0.24,0.38,0.5,0.24,0.38,0.5,0.24,0.38,0.5,0.24,0.4,0.5,0.24,0.4,0.5
141,92.3314,0.22,0.38,0.48,0.24,0.38,0.5,0.24,0.38,0.5,0.24,0.4,0.5,0.24,0.4,0.5
142,95.084,0.22,0.38,0.48,0.22,0.38,0.48,0.24,0.38,0.5,0.24,0.38,0.5,0.24,0.38,0.5
143,97.9173,0.22,0.38,0.48,0.22,0.38,0.48,0.24,0.36,0.5,0.24,0.38,0.5,0.24,0.38,0.5
144,100.834,0.22,0.38,0.48,0.22,0.38,0.48,0.24,0.36,0.5,0.24,0.36,0.5,0.24,0.38,0.5
145,103.835,0.22,0.38,0.48,0.22,0.38,0.48,0.24,0.36,0.5,0.24,0.36,0.5,0.24,0.36,0.5
146,106.925,0.22,0.38,0.48,0.22,0.38,0.48,0.22,0.36,0.48,0.24,0.36,0.5,0.24,0.34,0.5
147,110.105,0.22,0.38,0.48,0.22,0.38,0.48,0.22,0.36,0.48,0.24,0.36,0.5,0.24,0.34,0.5
148,113.379,0.22,0.38,0.48,0.22,0.38,0.48,0.22,0.36,0.48,0.24,0.36,0.5,0.24,0.34,0.5
149,116.748,0.22,0.38,0.48,0.22,0.38,0.48,0.22,0.36,0.48,0.24,0.36,0.5,0.24,0.34,0.5
150,120.216,0.22,0.38,0.48,0.22,0.38,0.48,0.22,0.36,0.48,0.24,0.36,0.48,0.24,0.34,0.5
151,123.786,0.22,0.38,0.48,0.22,0.38,0.48,0.22,0.36,0.48,0.24,0.36,0.48,0.24,0.34,0.5
152,127.461,0.22,0.38,0.48,0.22,0.38,0.48,0.22,0.36,0.48,0.22,0.36,0.48,0.24,0.34,0.5
153,131.243,0.22,0.38,0.48,0.22,0.38,0.48,0.22,0.36,0.48,0.22,0.36,0.48,0.24,0.34,0.5
154,135.136,0.22,0.38,0.46,0.22,0.38,0.48,0.22,0.36,0.48,0.22,0.36,0.48,0.24,0.34,0.5
155,139.143,0.22,0.38,0.46,0.22,0.38,0.48,0.22,0.36,0.48,0.22,0.36,0.48,0.24,0.34,0.48
156,143.267,0.22,0.38,0.46,0.22,0.38,0.48,0.22,0.36,0.48,0.22,0.36,0.48,0.24,0.34,0.48
157,147.512,0.22,0.38,0.46,0.22,0.38,0.46,0.22,0.36,0.48,0.22,0.36,0.48,0.24,0.34,0.48
158,151.882,0.22,0.38,0.46,0.22,0.38,0.46,0.22,0.36,0.48,0.22,0.36,0.48,0.24,0.34,0.48
159,156.38,0.22,0.38,0.46,0.22,0.38,0.46,0.22,0.36,0.48,0.22,0.36,0.48,0.22,0.34,0.48
160,161.009,0.22,0.38,0.46,0.22,0.38,0.46,0.22,0.36,0.48,0.22,0.36,0.48,0.22,0.34,0.48
161,165.774,0.22,0.38,0.46,0.22,0.38,0.46,0.22,0.36,0.46,0.22,0.36,0.48,0.22,0.34,0.48
162,170.679,0.22,0.38,0.46,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.48,0.22,0.34,0.48
163,175.728,0.22,0.38,0.46,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.48,0.22,0.34,0.48
164,180.924,0.22,0.38,0.46,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.48,0.22,0.34,0.48
165,186.273,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.34,0.48
166,191.779,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.34,0.48
167,197.446,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.34,0.48
168,203.279,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.48
169,209.282,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.48
170,215.462,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.46
171,221.823,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.46
172,228.37,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.46
173,235.11,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.46
174,242.046,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.46
175,249.186,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.44,0.22,0.36,0.46
176,256.535,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.44,0.22,0.36,0.44
177,264.1,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.44,0.22,0.36,0.44
178,271.886,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.44,0.22,0.36,0.44
179,279.901,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.44,0.22,0.36,0.44
180,288.15,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.44,0.22,0.36,0.44
181,296.641,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.44,0.22,0.36,0.44
182,305.381,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.44,0.22,0.36,0.44,0.22,0.36,0.44
183,314.377,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.44,0.22,0.36,0.44,0.22,0.36,0.44
184,323.636,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.44,0.22,0.36,0.44,0.22,0.36,0.44
185,333.167,0.22,0.36,0.46,0.22,0.36,0.46,0.22,0.36,0.44,0.22,0.36,0.44,0.2,0.36,0.44
186,342.977,0.22,0.34,0.46,0.22,0.34,0.44,0.22,0.36,0.44,0.22,0.36,0.44,0.2,0.36,0.44
187,353.075,0.22,0.34,0.46,0.22,0.34,0.44,0.22,0.34,0.44,0.22,0.34,0.44,0.2,0.34,0.44
188,363.469,0.22,0.32,0.44,0.22,0.32,0.44,0.22,0.32,0.44,0.22,0.32,0.44,0.2,0.34,0.44
189,374.167,0.22,0.3,0.44,0.22,0.3,0.44,0.22,0.32,0.44,0.2,0.32,0.44,0.2,0.32,0.44
190,385.179,0.22,0.3,0.44,0.22,0.3,0.44,0.22,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.44
191,396.513,0.22,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.42,0.2,0.3,0.42,0.2,0.3,0.42
192,408.179,0.2,0.3,0.44,0.2,0.3,0.44,0.2,0.3,0.42,0.2,0.3,0.4,0.2,0.3,0.4
193,420.188,0.2,0.3,0.36,0.2,0.3,0.36,0.2,0.3,0.36,0.2,0.3,0.36,0.2,0.3,0.36
194,432.548,0.2,0.28,0.3,0.2,0.28,0.3,0.2,0.28,0.3,0.2,0.28,0.3,0.2,0.28,0.3
195,445.271,0.2,0.22,0.38,0.2,0.22,0.38,0.2,0.2,0.38,0.2,0.2,0.38,0.2,0.2,0.38
196,458.366,0.12,0.2,0.4,0.12,0.22,0.4,0.12,0.22,0.4,0.12,0.22,0.4,0.12,0.22,0.4
197,471.845,0.12,0.28,0.46,0.12,0.28,0.44,0.12,0.28,0.44,0.12,0.3,0.42,0.12,0.3,0.4
198,485.719,0.12,0.3,0.46,0.12,0.3,0.46,0.12,0.3,0.46,0.12,0.3,0.46,0.12,0.3,0.48
199,500,0.2,0.38,0.54,0.2,0.38,0.54,0.2,0.38,0.54,0.2,0.38,0.54,0.2,0.38,0.54
